,smiles,paragraphText,namerxndef,yield,product,reactant,agent,solvent,product_name,reactant_name,agent_name,solvent_name
57,"C[O:1][C:2](=[O:3])[C@H:4]1[CH2:5][CH2:6][C:7]([N:8]1[CH2:9][c:10]1[cH:11][cH:12][c:13]([cH:14][cH:15]1)[O:16][CH3:17])=[O:18]>O.O[Na]>[CH3:17][O:16][c:13]1[cH:12][cH:11][c:10]([cH:15][cH:14]1)[CH2:9][N:8]1[C:7]([CH2:6][CH2:5][C@@H:4]1[C:2](=[O:3])[OH:1])=[O:18] |&1:4,35|","A solution of 16.80 g of sodium hydroxide pellets in 175 ml of water was treated with 75 g of (±)-1-[(4-methoxyphenyl)methyl]-5-methoxycarbonyl-2-pyrrolidinone and the mixture was heated for two hours with a steam bath. The solution was cooled to room temperature and extracted with diethyl ether (2 x 300 ml). The aqueous phase was acidified to about pH = 1 with 50 ml of concentrated hydrochloric acid and extracted with dichloromethane (3 x 250 ml). The dried (Na2S04) organic phase was vacuum filtered and concentrated to an oil which solidified on standing (80 g). The solid was recrystallized from toluene (300 ml) to give 34.18 g of crystals, m.p. 103-104.5°C.",CO2H-Me deprotection,[48.1359],['COc1ccc(CN2C(=O)CC[C@@H]2C(=O)O)cc1'],['COC(=O)[C@H]1CCC(=O)N1Cc1ccc(OC)cc1'],['O[Na]'],['O'],['(±)-1-[(4-Methoxyphenyl)methyl]-5-oxo-2-pyrrolidinecarboxylic acid'],['(±)-1-[(4-methoxyphenyl)methyl]-5-methoxycarbonyl-2-pyrrolidinone'],['sodium hydroxide'],['water']
58,"Cl.[NH2:1][OH:2].[O:3]=[C:4]1[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[CH2:11][N:12]2[C:13]([CH2:14][CH2:15][CH:16]12)=O>O.O.O.O.CCO.CC(=O)O[Na]>[O:3]=[C:4]1[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[CH2:11][N:12]2[C:13]([CH2:14][CH2:15][CH:16]12)=[N:1][OH:2] |f:0.1,3.4.5.8|","A mixture consisting of 2.5 g of 1,10a-dihydropyrrolo-[1,2-b]isoquinoline-3,10[2H,5H]-dione in 20 ml of 95% ethanol (EtOH), 1.72 g of hydroxylamine hydrochloride in 10 ml of water and 3.7 g of sodium acetate trihydrate in 10 ml of water was refluxed for 7 hours and thereafter allowed to stand overnight at ambient temperature. The product crystallized from the reaction mixture to give 2.2 g of crystals. Recrystallization from 95% EtOH gave 1.4 g of crystals, m.p. 206-209°C.",Amidine synthesis,[81.8841],['O=C1c2ccccc2CN2C(=NO)CCC12'],"['Cl.NO', 'O=C1c2ccccc2CN2C(=O)CCC12']",['CC(=O)O[Na].O.O.O'],"['CCO', 'O', 'O']","['1,1 0a-Dihydropyrrolo[1,2-b]isoquinoline-3,10[2H,5H]-dione oxime']","['1,10a-dihydropyrrolo-[1,2-b]isoquinoline-3,10[2H,5H]-dione', 'hydroxylamine hydrochloride']",['sodium acetate trihydrate'],"['ethanol', 'water', 'water']"
59,O[CH2:1][CH2:2][C:3]#[C:4][CH2:5][O:6][CH2:7][CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1.[Br:15]C(Br)(Br)Br>c1ccc(cc1)P(c1ccccc1)c1ccccc1.ClCCl>[Br:15][CH2:1][CH2:2][C:3]#[C:4][CH2:5][O:6][CH2:7][CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,"A solution of triphenylphosphine (5.25 g) in dry DCM (15 ml) was added to a solution of the product of step (ii) (3.9 g) and carbon tetrabromide (6.93 g) in dry DCM (25 ml) at 0° over 10 min. The yellow solution was stirred at 0° for 30 min, evaporated onto silica (Merck 9385) and purified by FCC eluting with H → H-ER (3:1) to give the title compound as a colourless oil (2.7 g). T.I.c. (H-ER 2:1) Rf 0.69.",Appel bromination,[52.9597],['BrCCC#CCOCCc1ccccc1'],"['BrC(Br)(Br)Br', 'OCCC#CCOCCc1ccccc1']",['c1ccc(P(c2ccccc2)c2ccccc2)cc1'],"['ClCCl', 'ClCCl']",['[2-[(5-Bromo-2-pentynyl)oxy]ethyl]benzene'],"['5-(2-Phenylethoxy)-3-pentyn-1-ol', 'carbon tetrabromide']",['triphenylphosphine'],"['DCM', 'DCM']"
60,[CH3:1][C:2](=O)[CH2:3][CH2:4][CH2:5][CH2:6][O:7][CH2:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1.[NH2:16][CH2:17][c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1>Cc1ccccc1.CCO.O=[Pt]=O>[CH3:1][CH:2]([CH2:3][CH2:4][CH2:5][CH2:6][O:7][CH2:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[NH:16][CH2:17][c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1,The product of step (i) (4.16 g) and benzylamine (2.03 g) in toluene (50 ml) was refluxed using a Dean-Stark apparatus for 1 h. The toluene solution in ethanol (100 ml) was hydrogenated over pre-reduced 5% platinum oxide on charcoal (0.40 g). The reaction mixture was filtered (hyflo) and evaporated to give an oil (5.73 g) which was purified by FCC eluting with EA-CX (1:4) + 1 % TE to give the title compound as a yellow oil (4.51 g). T.I.c. (EA-CX 1:4 + few drops TE) Rf 0.11.,Ketone reductive amination,[97.4576],['CC(CCCCOCCc1ccccc1)NCc1ccccc1'],"['CC(=O)CCCCOCCc1ccccc1', 'NCc1ccccc1']","['Cc1ccccc1', 'O=[Pt]=O']","['CCO', 'Cc1ccccc1']",['N-[1-Methyl-5-(2-phenylethoxy)pentyl]benzene methanamine'],"['6-(2-Phenylethoxy)-2-hexanone', 'benzylamine']","['platinum oxide', 'toluene']","['toluene', 'ethanol']"
61,O=C([N:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][O:8][CH2:9][CH2:10][c:11]1[cH:12][cH:13][c:14]([cH:15][cH:16]1)[N:17]1[CH2:18][CH2:19][O:20][CH2:21][CH2:22]1)[CH2:23][c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1)C(F)(F)F>O.CO.N#N.O=C(O[K])O[K]>[cH:27]1[cH:28][cH:29][c:24]([cH:25][cH:26]1)[CH2:23][NH:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][O:8][CH2:9][CH2:10][c:11]1[cH:16][cH:15][c:14]([cH:13][cH:12]1)[N:17]1[CH2:18][CH2:19][O:20][CH2:21][CH2:22]1,"Intermediate 5 (3.25 g) in methanol (40 ml) was stirred under nitrogen for 16 h with potassium carbonate (9.0 g). More potassium carbonate (4.5 g) was added and after 24 h water (50 ml) was added. The mixture was extracted with EA (3 x 50 ml) and the combined extracts were washed with water (50 ml) and brine (50 ml), dried (Na2S04) and concentrated to give the title compound as an orange oil (2.59 g). T.I.c. (EA + few drops TE) Rf 0.18.",N-TFA deprotection,[98.9394],['c1ccc(CNCCCCCCOCCc2ccc(N3CCOCC3)cc2)cc1'],['O=C(N(CCCCCCOCCc1ccc(N2CCOCC2)cc1)Cc1ccccc1)C(F)(F)F'],"['O=C(O[K])O[K]', 'O=C(O[K])O[K]']","['CO', 'O']",['N-[6-[2-[4-(4-Morpholinyl)phenyl]ethoxy]hexyl]benzenemethanamine'],"['2,2,2-Trifluoro-N-[6-[2-[4-[4-morpholinyl)phenyl]ethoxy]hexyl]-N-(phenylmethyl)-acetamide']","['potassium carbonate', 'potassium carbonate']","['water', 'methanol']"
62,[CH3:1][O:2][C:3](=[O:4])Cl.[NH2:5][c:6]1[cH:7][cH:8][cH:9][c:10]([cH:11]1)[OH:12]>O.Cl.O[Na]>[CH3:1][O:2][C:3](=[O:4])[NH:5][c:6]1[cH:11][c:10]([cH:9][cH:8][cH:7]1)[OH:12],"3-Aminophenol (10.9 g, 0.10 mole) in water (100 ml) was placed in a 250 ml beaker equipped with a stirrer, a thermometer and a pH electrode. The suspension was stirred and cooled to 10°C by external cooling.
By means of a separatory funnel methyl chloroformate (9.45 g, 0.10 mole) was added to the suspension over a period of 1 hour with continuous stirring, and the temperature was maintained at 8-12°C. During the addition of the ester, the pH was adjusted to 5.3 by simultaneous addition of a 50% NaOH solution.
After the addition of the ester, the stirring and the pH adjusting was continued for 1/2 hour while the temperature was allowed to increase to room temperature. Subsequently, the pH was lowered to 1.9 with 4N HCI for 1/4 hour to dissolve unreacted 3-aminophenol as its hydrochloride.
The product, which was a fine, suspended powder, was filtered, washed with icewater (2 x 25 ml) and dried to yield methyl N-(3-hydroxyphenyl)carbamate (15.0 g, 90%), m.p. 94-95°C. Titration of the hydroxy group with 0.5N NaOH showed a purity of 98%.",Carbamate Schotten-Baumann,[90.0],['COC(=O)Nc1cccc(O)c1'],"['COC(=O)Cl', 'Nc1cccc(O)c1', 'Nc1cccc(O)c1']","['Cl', 'O[Na]']",['O'],['methyl N-(3-hydroxyphenyl)carbamate'],"['3-Aminophenol', 'methyl chloroformate', '3-aminophenol']","['hydrochloride', '50% NaOH']",['water']
63,[CH3:1][O:2][C:3](=[O:4])[CH2:5][C@@H:6]([CH3:7])O>O.O=C(O)O[Na].ClCCl>[CH3:1][O:2][C:3](=[O:4])[CH2:5][C@H:6]([CH3:7])F,"25 g (0.21 mole) of methyl 3(R)-hydroxybutyrate having (c = 1.0 CHCI3) of -48° dissolved in 100 ml of methylene chloride was sufficiently cooled in an ice bath, and thereto 73 ml (0.21 mole) of diethylaminehexafluoropropene reagent was added dropwise for 70 minutes with stirring so as to keep the temperature of the mixture below 10°C. The stirring was continued for 3 hours at around 5°C. After confirming disappearance of the starting material by TLC (silica gel; toluene/acetone = 9/1 ), 20 g of sodium bicarbonate was added and the mixture was sufficiently stirred, and then 100 ml of ice water was added. After the methylene chloride layer was collected, and the layer was washed with water an an aqueous solution of NaCI, and then dried on anhydrous magnesium sulfate, followed by distillation with 30 cm Widmer distillation column. In the distillation a very small amount of methyl crotomate was obtained as a fraction of b.p. 26° to 33°C/30 mmHg and 14 g of the desired product, i.e. methyl 3(S)-fluorobutyrate was obtained as a fraction of b.p. 40° to 42°C/30 mmHg.",Hydroxy to fluoro,[55.5],['COC(=O)C[C@H](C)F'],['COC(=O)C[C@@H](C)O'],['O=C(O)O[Na]'],"['ClCCl', 'O']",['methyl 3(S)-fluorobutyrate'],['methyl 3(R)-hydroxybutyrate'],['sodium bicarbonate'],"['ice water', 'methylene chloride']"
64,[CH3:1][C:2](=[O:3])O[C:4]([CH3:5])=[O:6].[CH3:7][O:8][CH:9]([O:10][CH3:11])[c:12]1[cH:13][c:14]([c:15]2[c:16]([cH:17]1)[N:18]1[CH2:19][CH:20]3[CH:21]([N:22]3[C:23](=[O:24])[O:25][CH2:26][c:27]3[cH:28][cH:29][cH:30][cH:31][cH:32]3)[C:33]([O:34]1)([CH:35]2[CH2:36][O:37][C:38]([NH2:39])=[O:40])[OH:41])[OH:42]>CN(C)c1ccncc1.c1ccncc1>[CH3:7][O:8][CH:9]([O:10][CH3:11])[c:12]1[cH:13][c:14]([c:15]2[c:16]([cH:17]1)[N:18]1[CH2:19][CH:20]3[CH:21]([N:22]3[C:23](=[O:24])[O:25][CH2:26][c:27]3[cH:28][cH:29][cH:30][cH:31][cH:32]3)[C:33]([O:34]1)([CH:35]2[CH2:36][O:37][C:38]([NH2:39])=[O:40])[O:41][C:4]([CH3:5])=[O:6])[O:42][C:2]([CH3:1])=[O:3],"11 - Benzyloxycarbonyl - 6,9 - dihydroxy - 4 - dimethoxymethyl - 14 - oxa - 1,11 - diazatetracyclo-[7.4.1.02,7.010,12]tetradeca - 2,4,6 - trien - 8 - ylmethyl carbamate (15 mg) was dissolved in a mixture of pyridine (1.0 ml) and acetic anhydride (0.5 ml). The solution was stirred for 1 day at room temperature. To the solution was added 4-dimethylaminopyridine (catalytic amount) and the mixture was stirred for 12 hours at room temperature. The reaction mixture was evaporated in vacuo, and the residue was subjected to preparative thin layer chromatography. Development was carried out with a mixture of chloroform and methanol to afford 11-benzyloxycarbonyl-8-carbamoyloxymethyl-4-dimethoxymethyl-14-oxa-1,11-diazatetracyclo[7.4.1.02,7.010,12]tetradeca-2,4,6-trien-6,9-diyl diacetate (17 mg).",Carboxylic anhydride alcoholysis,[100.0],['COC(OC)c1cc(OC(C)=O)c2c(c1)N1CC3C(N3C(=O)OCc3ccccc3)C(OC(C)=O)(O1)C2COC(N)=O'],['COC(OC)c1cc(O)c2c(c1)N1CC3C(N3C(=O)OCc3ccccc3)C(O)(O1)C2COC(N)=O'],['CN(C)c1ccncc1'],"['CC(=O)OC(C)=O', 'c1ccncc1']","['11-benzyloxycarbonyl-8-carbamoyloxymethyl-4-dimethoxymethyl-14-oxa-1,11-diazatetracyclo[7.4.1.02,7.010,12]tetradeca-2,4,6-trien-6,9-diyl diacetate']","['11 - Benzyloxycarbonyl - 6,9 - dihydroxy - 4 - dimethoxymethyl - 14 - oxa - 1,11 - diazatetracyclo-[7.4.1.02,7.010,12]tetradeca - 2,4,6 - trien - 8 - ylmethyl carbamate']",['4-dimethylaminopyridine'],"['pyridine', 'acetic anhydride']"
65,Cl.[NH2:1][NH:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1.[NH2:12][C:13](=[O:14])[O:15][CH2:16][CH:17]1[c:18]2[c:19]([cH:20][c:21]([cH:22][c:23]2[N:24]2[CH2:25][CH:26]3[NH:27][CH:28]3[C:29]1([O:30]2)[OH:31])[CH:32]=O)[OH:33]>CO.O=C(O)O[Na]>[NH2:12][C:13](=[O:14])[O:15][CH2:16][CH:17]1[c:18]2[c:19]([cH:20][c:21]([cH:22][c:23]2[N:24]2[CH2:25][CH:26]3[NH:27][CH:28]3[C:29]1([O:30]2)[OH:31])[CH:32]=[N:1][NH:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[OH:33] |f:0.1|,"To a solution of 4-formyl-6,9-dihydroxy-14-oxa-1,11-diazatetracyclo[7.4.1.02,7.010,12]tetradeca-2,4,6- trien-8-ylmethyl carbamate (50 mg) in methanol (5 ml) were added sodium bicarbonate (27 mg) and 4-phenylsemicarbazide hydrochloride (59 mg). The mixture was stirred for 1 hour at ambient temperature and evaporated in vacuo. The residue was subjected to preparative thin layer chromatography, which was developed with a mixture of chloroform and methanol (3:1, v/v) to afford 6,9-dihydroxy-4-(4-phenylsemi- carbazonomethyl)-14-oxa-1,11-diazatetracyclo[7.4.1.02,7.010,12]tetradeca-2,4,6-trien-8-ylmethyl carbamate (64 mg).",Aldehyde reductive imination,[87.5],['NC(=O)OCC1c2c(O)cc(C=NNC(=O)Nc3ccccc3)cc2N2CC3NC3C1(O)O2'],"['Cl.NNC(=O)Nc1ccccc1', 'NC(=O)OCC1c2c(O)cc(C=O)cc2N2CC3NC3C1(O)O2']",['O=C(O)O[Na]'],['CO'],"['6,9-dihydroxy-4-(4-phenylsemi- carbazonomethyl)-14-oxa-1,11-diazatetracyclo[7.4.1.02,7.010,12]tetradeca-2,4,6-trien-8-ylmethyl carbamate']","['4-formyl-6,9-dihydroxy-14-oxa-1,11-diazatetracyclo[7.4.1.02,7.010,12]tetradeca-2,4,6- trien-8-ylmethyl carbamate', '4-phenylsemicarbazide hydrochloride']",['sodium bicarbonate'],['methanol']
66,[CH3:1][O:2][CH:3]([O:4][CH3:5])[c:6]1[cH:7][c:8]([c:9]2[c:10]([cH:11]1)[N:12]1[CH2:13][CH:14]3[CH:15]([N:16]3C(=O)OCc3ccccc3)[C:17]([O:18]1)([CH:19]2[CH2:20][O:21][C:22]([NH2:23])=[O:24])[O:25][C:26]([CH3:27])=[O:28])[O:29][C:30]([CH3:31])=[O:32]>CO.[Pd].[H][H]>[CH3:31][C:30](=[O:32])[O:29][c:8]1[cH:7][c:6]([cH:11][c:10]2[c:9]1[CH:19]([C:17]1([O:18][N:12]2[CH2:13][CH:14]2[NH:16][CH:15]21)[O:25][C:26]([CH3:27])=[O:28])[CH2:20][O:21][C:22]([NH2:23])=[O:24])[CH:3]([O:2][CH3:1])[O:4][CH3:5],"To a solution of 11 - benzyloxycarbonyl - 8 - carbamoyloxymethyl - 4 - dimethoxymethyl - 14 - oxa - 1,11 - diazatetracyclo[7.4.1.02,7.010,12]tetradeca - 2,4,6 - trien - 6,9 - diyl diacetate (100 mg) in methanol (10 ml) was added 10% palladium on carbon (50 mg). The mixture was stirred for 1 hour under hydrogen atmosphere (20 psi) at ambient temperature. The reaction mixture was filtered through cellulose powder and the filtrate was evaporated in vacuo. The residue was subjected to preparative thin layer chromatography, which was developed with mixture of chloroform and methanol (10:1, v/v) to afford A-isomer of 8 - carbamoyloxymethyl - 4 - dimethoxymethyl - 14 - oxa - 1,11 - diazatetracyclo[7.4.1.02,7.010,12]tetradeca - 2,4,6 - trien - 6,9 - diyl diacetate (31 mg).",N-Cbz deprotection,[41.1765],['COC(OC)c1cc(OC(C)=O)c2c(c1)N1CC3NC3C(OC(C)=O)(O1)C2COC(N)=O'],['COC(OC)c1cc(OC(C)=O)c2c(c1)N1CC3C(N3C(=O)OCc3ccccc3)C(OC(C)=O)(O1)C2COC(N)=O'],['[Pd]'],['CO'],"['8 - carbamoyloxymethyl - 4 - dimethoxymethyl - 14 - oxa - 1,11 - diazatetracyclo[7.4.1.02,7.010,12]tetradeca - 2,4,6 - trien - 6,9 - diyl diacetate']","['11 - benzyloxycarbonyl - 8 - carbamoyloxymethyl - 4 - dimethoxymethyl - 14 - oxa - 1,11 - diazatetracyclo[7.4.1.02,7.010,12]tetradeca - 2,4,6 - trien - 6,9 - diyl diacetate']",['palladium on carbon'],['methanol']
67,[CH3:1][C:2](=[O:3])[O:4][C:5]12[O:6][N:7]([CH2:8][CH:9]3[CH:10]1[N:11]3[C:12]([CH3:13])=[O:14])[c:15]1[cH:16][c:17]([cH:18][c:19]([c:20]1[CH:21]2[CH2:22][O:23][C:24]([NH2:25])=[O:26])[O:27]C(C)=O)[CH:28]=[O:29]>CO.CC(=O)O.O=C(O)O[Na]>[CH3:1][C:2](=[O:3])[O:4][C:5]12[O:6][N:7]([CH2:8][CH:9]3[CH:10]1[N:11]3[C:12]([CH3:13])=[O:14])[c:15]1[cH:16][c:17]([cH:18][c:19]([c:20]1[CH:21]2[CH2:22][O:23][C:24]([NH2:25])=[O:26])[OH:27])[CH:28]=[O:29],"To a solution of 11 - acetyl - 8 - carbamoyloxymethyl - 4 - formyl - 14 - oxa - 1,11 - diazatetracyclo[7.4.1.02,7.010,12]tetradeca - 2,4,6 - trien - 6,9 - diyl diacetate (52 g) in methanol (5 ml) was added sodium bicarbonate (10 mg) in an ice-water bath. The mixture was stirred for 30 minutes in an ice-water bath and for additional 2.5 hours at ambient temperature. To the reaction mixture was added acetic acid to adjust the pH value to about 6 in an ice-water bath and the mixture was evaporated in vacuo. The residue was extracted with a mixture of chloroform and methanol (5:1, v/v) (5 ml x 3). The extracts were combined and evaporated in vacuo. The residue was subjected to siliva gel column chromatography and elution was carried out with a mixture of chloroform and methanol (50: 1, v/v) to afford 11 - acetyl - 8 - carbamoyloxymethyl - 4 - formyl - 6 - hydroxy - 14 - oxa - 1,11 - diazatetracyclo[7.4.1.02,7.010,12]tetradeca - 2,4,6 - trien - 9 - yl acetate (26 mg).",O-Ac deprotection,[0.0516],['CC(=O)OC12ON(CC3C1N3C(C)=O)c1cc(C=O)cc(O)c1C2COC(N)=O'],['CC(=O)Oc1cc(C=O)cc2c1C(COC(N)=O)C1(OC(C)=O)ON2CC2C1N2C(C)=O'],"['CC(=O)O', 'O=C(O)O[Na]']",['CO'],"['11 - acetyl - 8 - carbamoyloxymethyl - 4 - formyl - 6 - hydroxy - 14 - oxa - 1,11 - diazatetracyclo[7.4.1.02,7.010,12]tetradeca - 2,4,6 - trien - 9 - yl acetate']","['11 - acetyl - 8 - carbamoyloxymethyl - 4 - formyl - 14 - oxa - 1,11 - diazatetracyclo[7.4.1.02,7.010,12]tetradeca - 2,4,6 - trien - 6,9 - diyl diacetate']","['sodium bicarbonate', 'acetic acid']",['methanol']
68,[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([cH:8][cH:9]1)[NH:10][C:11](=[O:12])[C@H:13]([CH2:14][c:15]1[cH:16][cH:17][c:18]([cH:19][cH:20]1)[O:21]Cc1ccccc1)[NH:22][C:23](=[O:24])[O:25][C:26]([CH3:27])([CH3:28])[CH3:29]>C1=CCCCC1.CCO.[Pd]>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([cH:8][cH:9]1)[NH:10][C:11](=[O:12])[C@H:13]([CH2:14][c:15]1[cH:16][cH:17][c:18]([cH:19][cH:20]1)[OH:21])[NH:22][C:23](=[O:24])[O:25][C:26]([CH3:27])([CH3:28])[CH3:29],"A mixture of N-(t-butyloxycarbonyl)-4-benzyloxy-L-phenylalanine 4-acetylanilide (I) (4.88 g), palladium black (0.60 g), cyclohexene (15 ml) and ethanol (100 ml) was subjected to the reaction under reflux of ethanol for I hour. After cooling, the solid was filtered off and the filtrate was concentrated to obtain N-(t-butyloxycarbonyl)-4-hydroxy-L-phenylalanine 4-acetylanilide (II) (3.90 g). The compound (II) without purification was dissolved in N,N-dimethylformamide (100 ml) and the solution was stirred with addition of sodium hydride (60% content) (0.44 g) at room temperature for 30 minutes. To this solution was added 4-chlorobenzyl chloride (1.61 g) and the reaction was carried out at room temperature for 10 hours. Ice-water (500 ml) was added to the reaction mixture, and the precipitated crystalline substance was collected by filtration, thoroughly washed with water and dried to obtain N-(t-butyloxycarbonyl)-4-(4-chloroben- zyloxy)-L-phenylalanine 4-acetylanilide (III) (3.65 g). The compound (III) was treated in a conventional manner to synthesize N-(trans-4-aminomethylcyclohexylcarbonyl)-4-(4-chlorobenzyloxy)-L-phenylalanine 4-acetylanilide (IV).",O-Bn deprotection,[97.998],['CC(=O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)OC(C)(C)C)cc1'],['CC(=O)c1ccc(NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)OC(C)(C)C)cc1'],"['CCO', '[Pd]']","['C1=CCCCC1', 'CCO']",['N-(t-butyloxycarbonyl)-4-hydroxy-L-phenylalanine 4-acetylanilide'],['N-(t-butyloxycarbonyl)-4-benzyloxy-L-phenylalanine 4-acetylanilide'],"['palladium black', 'ethanol']","['cyclohexene', 'ethanol']"
69,"[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([cH:8][cH:9]1)[NH:10][C:11](=[O:12])[C@H:13]([CH2:14][c:15]1[cH:16][cH:17][c:18]([cH:19][cH:20]1)[O:21][S:22](=[O:23])(=[O:24])[c:25]1[cH:26][cH:27][c:28]([cH:29][cH:30]1)[CH3:31])[NH:32][C:33](=[O:34])[C@H:35]1[CH2:36][CH2:37][C@@H:38]([CH2:39][CH2:40]1)[CH2:41][NH:42]C(=O)OC(C)(C)C.C1COCCO1.[ClH:43]>CC(=O)c1ccc(cc1)NC(=O)[C@@H](N)Cc1ccc(cc1)OS(=O)(=O)c1ccc(cc1)C.CC(C)(C)OC(=O)NC[C@@H]1CC[C@H](CC1)C(=O)O.CCN(CC)CC.CCOC(=O)Cl.C1CCOC1.Cl>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([cH:8][cH:9]1)[NH:10][C:11](=[O:12])[C@H:13]([CH2:14][c:15]1[cH:16][cH:17][c:18]([cH:19][cH:20]1)[O:21][S:22](=[O:23])(=[O:24])[c:25]1[cH:26][cH:27][c:28]([cH:29][cH:30]1)[CH3:31])[NH:32][C:33](=[O:34])[C@H:35]1[CH2:36][CH2:37][C@@H:38]([CH2:39][CH2:40]1)[CH2:41][NH2:42].[ClH:43] |f:1.2,3.8,9.10|","N-(t-butyloxycarbonyl)-4-hydroxy-L-phenylalanine 4-acetylanilide (0.57 g) and triethylamine (0.5 ml) were dissolved in dichloromethane (10 ml) - tetrahydrofuran (10 ml) solution and 4-toluenesulfonyl chloride (0.38 g) was added at room temperature, followed by stirring for 3 hours. According to a conventional post-treatment, N-(t-butyloxycarbonyl)-4-(4-toluenesulfonyloxy)-L-phenylalanine 4-acetylanilide (I) (0.8 g) was obtained. The above compound (I) (0.8 g) was treated with 4N hydrogen chloride/dioxane solution (2.2 ml) to obtain 4-(4-toluenesulfonyloxy)-L-phenylalanine 4-acetylanilide hydrochloride (II) (0.7 g). On the other hand, trans-4-(t-butyloxycarbonyl)aminomethylcyclohexylcarboxylic acid (0.37 g) and triethylamine (0.4 ml) were dissolved in dry tetrahydrofuran (20 ml) and ethyl chlorocarbonate (0.16 g) was added under ice-cooling, followed by stirring for 20 minutes. To this solution was added the above compound (II) (0.7 g) and the mixture was stirred at room temperature for 12 hours. According to a conventional post-treatment N-[trans-4-(t-butyloxycarbonyl)aminomethylcyclohexylcarbonyl]-4-(4-tol- uenesulfonyloxy)-L-phenylalanine 4-acetylanilide (III) (0.32 g) was obtained. The above compound (III) (0.32 g) was treated with 4N-hydrogen chloride/dioxane solution (I ml) to obtain N-(trans-4-aminomethyl- cyclohexylcarbonyl)-4-(4-toluenesulfonyloxy)- L-phenylalanine 4-acetylanilide hydrochloride (0.2 g).",N-Boc deprotection,[69.5652],['CC(=O)c1ccc(NC(=O)[C@H](Cc2ccc(OS(=O)(=O)c3ccc(C)cc3)cc2)NC(=O)[C@H]2CC[C@H](CN)CC2)cc1.Cl'],"['CC(=O)c1ccc(NC(=O)[C@H](Cc2ccc(OS(=O)(=O)c3ccc(C)cc3)cc2)NC(=O)[C@H]2CC[C@H](CNC(=O)OC(C)(C)C)CC2)cc1', 'CC(=O)c1ccc(NC(=O)[C@H](Cc2ccc(OS(=O)(=O)c3ccc(C)cc3)cc2)NC(=O)[C@H]2CC[C@H](CNC(=O)OC(C)(C)C)CC2)cc1']","['CC(=O)c1ccc(NC(=O)[C@@H](N)Cc2ccc(OS(=O)(=O)c3ccc(C)cc3)cc2)cc1.Cl', 'CC(C)(C)OC(=O)NC[C@H]1CC[C@H](C(=O)O)CC1', 'CCOC(=O)Cl']","['C1CCOC1', 'C1COCCO1.Cl', 'CCN(CC)CC']",['N-(trans-4-aminomethyl- cyclohexylcarbonyl)-4-(4-toluenesulfonyloxy)- L-phenylalanine 4-acetylanilide hydrochloride'],"['N-[trans-4-(t-butyloxycarbonyl)aminomethylcyclohexylcarbonyl]-4-(4-tol- uenesulfonyloxy)-L-phenylalanine 4-acetylanilide', 'N-[trans-4-(t-butyloxycarbonyl)aminomethylcyclohexylcarbonyl]-4-(4-tol- uenesulfonyloxy)-L-phenylalanine 4-acetylanilide']","['trans-4-(t-butyloxycarbonyl)aminomethylcyclohexylcarboxylic acid', 'ethyl chlorocarbonate', '4-(4-toluenesulfonyloxy)-L-phenylalanine 4-acetylanilide hydrochloride']","['tetrahydrofuran', 'hydrogen chloride/dioxane', 'triethylamine']"
